Depth,CALI,DRHO,DT,DTS,GR,NPHI,PEF,RACEHM,RACELM,RHOB,ROP,RPCELM,RT,PHIF,KLOGH,SAND_FLAG,SW,VSH
3603,8.7266,0.0634,74.7093,134.0202,42.8863,0.1083,5.9827,1.008,1.2464,2.4536,28.5902,0.9783,0.8133,0.1237,0.3133,1,1,0.2689
3603.1,8.7264,0.0638,73.2719,131.8777,44.2918,0.1115,5.9761,1.0303,1.2519,2.4606,28.591,0.983,0.8169,0.1199,0.2488,1,1,0.2801
3603.2,8.6719,0.0639,71.8139,129.7209,45.944,0.1132,5.9513,1.0524,1.26,2.4664,28.5918,0.9909,0.8232,0.1167,0.2001,1,1,0.2932
3603.3,8.6719,0.0651,70.4242,127.5914,45.4425,0.1113,5.9349,1.0794,1.2683,2.473,28.5927,0.9986,0.8281,0.1131,0.1781,1,1,0.2892
3603.4,8.6719,0.0677,69.1004,125.4883,46.9591,0.1088,5.9433,1.0978,1.2769,2.482,28.5918,1.0173,0.8448,0.1082,0.1345,1,1,0.3013
3603.5,8.672,0.0695,67.793,123.3923,46.5545,0.1076,5.9789,1.1286,1.2872,2.4918,28.5909,1.0545,0.8898,0.1028,0.111,1,1,0.298
3603.6,8.703,0.0678,66.8133,121.6026,47.4105,0.1063,5.9775,1.1752,1.302,2.5072,28.59,1.1016,0.957,0.0944,0.0756,0,1,0.3048
3603.7,8.6719,0.0641,66.1922,120.148,49.3646,0.1109,5.9246,1.2032,1.3114,2.5226,28.5891,1.1591,1.0567,0.086,0.0485,0,1,0.3203
3603.8,8.672,0.0614,65.6633,118.7795,51.142,0.1142,5.8637,1.2442,1.326,2.5339,28.5882,1.2101,1.1198,0.0798,0.0343,0,1,0.3345
3603.9,8.7031,0.0601,65.3851,117.7,51.083,0.115,5.8303,1.3021,1.3528,2.5413,28.5871,1.2507,1.153,0.0758,0.0293,0,1,0.3339
3604,8.7031,0.0597,65.4184,116.9793,55.837,0.1169,5.8353,1.3452,1.3793,2.5468,28.5596,1.2996,1.1893,0.0728,0.02,0,1,0.3716
3604.1,8.703,0.0597,65.537,116.3569,60.0603,0.1182,5.88,1.4063,1.4093,2.5522,28.532,1.3596,1.2438,0.0698,0.0141,0,1,0.4053
3604.2,8.664,0.0603,65.7529,115.7898,59.2485,0.1244,5.9513,1.4631,1.4345,2.559,28.5046,1.44,1.3571,0.0661,0.0127,0,1,0.3988
3604.3,8.625,0.0623,66.1068,115.3016,60.8483,0.1245,6.0124,1.509,1.4495,2.5675,28.5061,1.5387,1.5501,0.0615,0.0097,0,1,0.4115
3604.4,8.625,0.0649,66.5005,114.8367,58.5672,0.1219,6.0572,1.5525,1.4708,2.5752,28.5076,1.662,1.8408,0.0573,0.0092,0,1,0.3935
3604.5,8.6252,0.0667,66.8242,114.5784,54.4255,0.1132,6.1304,1.5994,1.4977,2.5807,28.5077,1.7786,2.1145,0.0543,0.0103,0,1,0.3606
3604.6,8.6875,0.067,67.0335,114.6579,50.3629,0.104,6.224,1.6996,1.557,2.5836,28.028,1.8459,2.1316,0.0527,0.0121,0,1,0.3283
3604.7,8.6875,0.0665,67.2079,114.8403,48.6007,0.0977,6.3146,1.7834,1.609,2.5846,27.5484,1.8915,2.0948,0.0521,0.013,0,1,0.3143
3604.8,8.6875,0.0668,67.3671,114.9067,46.7644,0.0945,6.3609,1.8438,1.6532,2.5849,27.0674,1.9618,2.1924,0.052,0.0143,0,1,0.2998
3604.9,8.7031,0.0684,67.4974,114.7527,44.1809,0.0947,6.333,1.9373,1.7197,2.5839,26.1197,2.07,2.3486,0.0525,0.0168,0,1,0.2792
3605,8.7031,0.071,67.6183,114.5282,44.5251,0.0984,6.2568,2.043,1.7712,2.5804,25.1719,2.1554,2.4828,0.0544,0.0178,0,1,0.2819
3605.1,8.7031,0.0731,67.7027,114.2382,47.3534,0.104,6.1826,2.1227,1.8135,2.5739,24.2263,2.256,2.6706,0.058,0.0176,0,1,0.3044
3605.2,8.7031,0.0732,67.7052,113.8014,48.5309,0.109,6.1485,2.1776,1.8527,2.5676,24.0044,2.3763,2.8977,0.0614,0.0189,0,1,0.3137
3605.3,8.6927,0.0706,67.6806,113.3159,49.5321,0.1121,6.1752,2.2587,1.9005,2.5649,23.7826,2.4784,3.0362,0.0629,0.019,0,1,0.3216
3605.4,8.6875,0.0658,67.6278,112.7987,53.8734,0.1086,6.2534,2.3929,1.9884,2.5666,23.5608,2.5663,3.0546,0.062,0.0145,0,1,0.3561
3605.5,8.7031,0.0611,67.4998,112.1969,56.9874,0.0998,6.3611,2.4828,2.0685,2.5729,23.3599,2.6229,3.032,0.0585,0.0106,0,1,0.3808
3605.6,8.6875,0.0599,67.3458,111.566,60.7711,0.0937,6.4651,2.5248,2.1227,2.5841,23.159,2.6631,3.0262,0.0524,0.0068,0,1,0.4108
3605.7,8.6719,0.0634,67.187,110.9496,65.1884,0.0867,6.5148,2.5524,2.1712,2.598,22.9584,2.7065,3.0454,0.0448,0.0039,0,1,0.4459
3605.8,8.6719,0.0697,67.012,110.3807,67.3463,0.0819,6.4843,2.5874,2.2218,2.6096,22.8711,2.7317,3.0316,0.0385,0.0027,0,1,0.463
3605.9,8.6719,0.0741,66.8311,109.8286,70.1945,0.0796,6.3898,2.6504,2.2719,2.6133,22.7839,2.7446,2.9836,0.0364,0.0021,0,1,0.4856
3606,8.6875,0.0735,66.6308,109.2528,75.0737,0.0778,6.2708,2.7162,2.3241,2.6089,22.6964,2.7756,2.9927,0.0389,0.0018,0,1,0.5244
3606.1,8.7031,0.0687,66.3494,108.5776,74.4559,0.0793,6.1649,2.7544,2.3761,2.5999,22.482,2.8504,3.1197,0.0438,0.0023,0,1,0.5197
3606.2,8.7031,0.0633,66.0381,107.8662,67.4416,0.0814,6.1009,2.7774,2.4267,2.5918,22.2676,2.9191,3.2285,0.0482,0.0039,0,1,0.4641
3606.3,8.7031,0.0613,65.742,107.1985,56.9129,0.0835,6.0989,2.8089,2.4713,2.5877,22.0535,2.9304,3.2049,0.0504,0.0077,0,1,0.3804
3606.4,8.7031,0.0629,65.5312,106.7756,48.9298,0.0862,6.1434,2.8381,2.5065,2.5864,21.9169,2.9374,3.1799,0.0511,0.0123,0,1,0.3169
3606.5,8.7031,0.0655,65.3525,106.4448,48.5265,0.0905,6.1859,2.8543,2.5423,2.5845,21.7803,2.9794,3.2471,0.0522,0.0131,0,1,0.3136
3606.6,8.7031,0.0665,65.1716,106.1254,52.2146,0.097,6.2014,2.8517,2.5651,2.5803,21.6442,3.0276,3.3479,0.0545,0.0117,0,1,0.3428
3606.7,8.703,0.0656,64.9727,105.8987,59.9007,0.1041,6.1891,2.8631,2.5835,2.5762,21.684,3.0309,3.361,0.0567,0.0084,0,1,0.4037
3606.8,8.6823,0.065,64.7668,105.7079,70.4966,0.1107,6.1636,2.8913,2.6059,2.5758,21.7238,3.0164,3.3492,0.0569,0.0048,0,1,0.488
3606.9,8.672,0.0668,64.5711,105.5346,74.7321,0.1106,6.1355,2.8829,2.6241,2.5798,21.7634,3.0603,3.4793,0.0548,0.0034,0,1,0.5219
3607,8.7031,0.0699,64.5229,105.6177,67.1197,0.1046,6.0968,2.8945,2.6505,2.5846,21.7345,3.1302,3.6474,0.0521,0.0047,0,1,0.4615
3607.1,8.7031,0.0715,64.5328,105.8018,55.4484,0.0996,6.0598,2.896,2.6741,2.5855,21.7055,3.181,3.7451,0.0516,0.0087,0,1,0.3689
3607.2,8.6875,0.07,64.5465,105.9901,46.1414,0.0987,6.0398,2.8827,2.6967,2.581,21.676,3.2024,3.7459,0.0541,0.0161,0,1,0.2949
3607.3,8.6719,0.066,64.7636,106.4024,38.9936,0.0989,6.0398,2.886,2.7186,2.5736,21.4335,3.193,3.7246,0.0581,0.028,0,1,0.2381
3607.4,8.6875,0.061,65.0626,106.9049,36.8382,0.1016,6.0426,2.8934,2.7346,2.567,21.191,3.1519,3.608,0.0617,0.0364,0,1,0.2209
3607.5,8.7031,0.0564,65.3617,107.4081,36.6866,0.1042,6.0459,2.9133,2.7608,2.5635,20.9488,3.0947,3.4087,0.0637,0.0397,0,1,0.2197
3607.6,8.7031,0.0528,65.71,108.1956,39.0987,0.1097,6.0783,2.9396,2.7945,2.5635,20.8209,3.0655,3.302,0.0637,0.0348,0,1,0.2388
3607.7,8.7031,0.0503,66.0797,109.1078,41.6718,0.1159,6.1632,2.9848,2.8378,2.5677,20.6929,3.0735,3.2165,0.0614,0.0275,0,1,0.2593
3607.8,8.703,0.0491,66.45,110.0237,43.3284,0.1221,6.3067,3.0525,2.9026,2.5774,20.5651,3.0071,2.967,0.0561,0.0203,0,1,0.2724
3607.9,8.6823,0.0496,66.7822,110.9135,46.2428,0.1294,6.4771,3.089,2.9307,2.5931,20.4679,2.9827,2.8973,0.0475,0.0123,0,1,0.2954
3608,8.6719,0.052,67.0958,111.7904,52.0885,0.133,6.633,3.1007,2.9427,2.613,20.3708,3.0735,3.0511,0.0212,0.0031,0,1,0.3419
3608.1,8.6719,0.0557,67.4078,112.6659,56.8333,0.1351,6.7371,3.0522,2.9426,2.633,20.2749,3.2169,3.3929,0.02,0.0023,0,1,0.3796
3608.2,8.6719,0.0591,67.6167,113.336,59.8864,0.1363,6.7718,3.0782,2.9754,2.6486,20.5745,3.247,3.4959,0.02,0.0019,0,1,0.4039
3608.3,8.6719,0.0612,67.7684,113.8928,59.4737,0.1375,6.7507,3.2075,3.0152,2.6572,20.8742,3.2183,3.3302,0.02,0.002,0,1,0.4007
3608.4,8.6719,0.0617,67.9139,114.4372,55.7547,0.1379,6.6978,3.2795,3.0502,2.659,21.1731,3.2048,3.2597,0.02,0.0024,0,1,0.3711
3608.5,8.6875,0.0618,67.9764,114.8888,54.3281,0.1353,6.6397,3.3278,3.0797,2.6572,21.238,3.2176,3.2402,0.02,0.0026,0,1,0.3597
3608.6,8.6719,0.0625,67.9876,115.2834,54.7576,0.1367,6.5856,3.3498,3.1105,2.6545,21.3029,3.2498,3.3121,0.02,0.0026,0,1,0.3631
3608.7,8.6719,0.0634,67.9917,115.6697,57.3453,0.1381,6.538,3.3182,3.1123,2.6513,21.3681,3.3959,3.5882,0.02,0.0022,0,1,0.3836
3608.8,8.6718,0.0629,68.04,115.9811,62.8843,0.1419,6.5144,3.3417,3.1345,2.6461,21.537,3.507,3.7969,0.02,0.0016,0,1,0.4275
3608.9,8.6485,0.0609,68.1189,116.2406,68.1076,0.1496,6.5329,3.3667,3.1564,2.6396,21.7058,3.5831,3.9665,0.02,0.0012,0,1,0.469
3609,8.6719,0.0585,68.203,116.4915,74.7441,0.1499,6.5805,3.3837,3.1754,2.6344,21.8745,3.6212,4.0483,0.02,0.001,0,1,0.5216
3609.1,8.6719,0.0568,68.2744,116.7956,81.3892,0.151,6.6252,3.3612,3.1881,2.6328,21.9936,3.6486,4.1082,0.02,0.001,0,1,0.5744
3609.2,8.6719,0.0561,68.3361,117.1411,88.091,0.1506,6.6407,3.3563,3.2087,2.6343,22.1128,3.655,4.0908,0.02,0.001,0,1,0.6277
3609.3,8.6719,0.0564,68.396,117.4949,90.0638,0.1491,6.6308,3.3696,3.2186,2.6373,22.2326,3.6337,4.0077,0.02,0.001,0,1,0.6433
3609.4,8.6719,0.0573,68.4797,117.9074,93.5493,0.147,6.6256,3.4192,3.2423,2.6404,22.5543,3.6361,3.9929,0.02,0.001,0,1,0.671
3609.5,8.6719,0.0575,68.5845,118.3714,94.6179,0.1453,6.6301,3.4434,3.2633,2.6421,22.8759,3.6387,3.9412,0.02,0.001,0,1,0.6796
3609.6,8.6719,0.0563,68.6937,118.8466,92.4228,0.1446,6.6261,3.4541,3.2784,2.6414,23.1978,3.5863,3.7943,0.02,0.001,0,1,0.6621
3609.7,8.6719,0.0545,68.7941,119.3309,93.0293,0.1448,6.6079,3.4666,3.2974,2.6394,23.5668,3.5332,3.671,0.02,0.001,0,1,0.6669
3609.8,8.6719,0.0539,68.8857,119.8242,93.4918,0.1451,6.5991,3.4868,3.3154,2.6386,23.9357,3.57,3.7069,0.02,0.001,0,1,0.6705
3609.9,8.6719,0.0552,68.9753,120.3192,97.6946,0.1446,6.629,3.4819,3.3252,2.6402,24.3039,3.5939,3.756,0.02,0.001,0,1,0.7037
3610,8.6719,0.0574,69.0834,120.7081,105.8055,0.1433,6.6881,3.4721,3.3211,2.6439,24.4123,3.6149,3.8057,0.02,0.001,0,1,0.7683
3610.1,8.6719,0.0595,69.2123,120.9785,105.3309,0.1415,6.7465,3.4566,3.3272,2.648,24.5207,3.6267,3.8404,0.02,0.001,0,1,0.7646
3610.2,8.6719,0.0612,69.3465,121.2178,101.5292,0.1397,6.7884,3.4683,3.341,2.6508,24.6293,3.6177,3.7878,0.02,0.001,0,1,0.7345
3610.3,8.6719,0.0629,69.4544,121.3173,95.6653,0.138,6.8108,3.502,3.3524,2.6512,24.8176,3.5728,3.6741,0.02,0.001,0,1,0.6879
3610.4,8.672,0.0637,69.5288,121.2392,94.2995,0.1369,6.8121,3.5057,3.3527,2.6486,25.0058,3.5731,3.6737,0.02,0.001,0,1,0.6769
3610.5,8.6926,0.0634,69.5938,121.1121,95.884,0.1345,6.7752,3.515,3.3557,2.6437,25.1948,3.5761,3.6767,0.02,0.001,0,1,0.6895
3610.6,8.6719,0.0626,69.6271,120.9331,97.735,0.1367,6.6956,3.5074,3.3447,2.6384,25.6143,3.6165,3.756,0.02,0.001,0,1,0.7042
3610.7,8.6719,0.0624,69.614,120.6787,98.0486,0.1372,6.5968,3.4835,3.3274,2.6346,26.0338,3.6553,3.8656,0.02,0.001,0,1,0.7068
3610.8,8.6719,0.0631,69.5875,120.4024,94.3084,0.1376,6.5086,3.4937,3.3187,2.6324,26.4521,3.6406,3.859,0.02,0.001,0,1,0.6771
3610.9,8.6563,0.0635,69.5416,120.0885,93.7884,0.1372,6.4409,3.5011,3.3155,2.6298,26.4933,3.6315,3.8488,0.02,0.001,0,1,0.673
3611,8.6719,0.0634,69.4636,119.712,91.1956,0.1349,6.3894,3.4721,3.2901,2.626,26.5345,3.6378,3.9037,0.02,0.001,0,1,0.6524
3611.1,8.6719,0.0637,69.3756,119.3162,88.604,0.1305,6.3562,3.4388,3.2537,2.6224,26.5756,3.6393,3.9502,0.02,0.001,0,1,0.6318
3611.2,8.6719,0.0651,69.2747,118.9339,86.4265,0.1252,6.3567,3.4137,3.2348,2.6203,26.5929,3.6389,3.9867,0.02,0.001,0,1,0.6145
3611.3,8.6719,0.066,69.1485,118.5777,86.0292,0.1215,6.4071,3.3929,3.2068,2.6186,26.6101,3.6276,4.0036,0.02,0.001,0,1,0.6113
3611.4,8.6719,0.0637,69.0143,118.2299,88.8278,0.1224,6.5113,3.3751,3.1783,2.6143,26.6284,3.5662,3.924,0.0204,0.001,0,1,0.6336
3611.5,8.672,0.058,68.8819,117.8699,88.1649,0.1295,6.6577,3.3625,3.1447,2.6076,26.9861,3.4578,3.7247,0.0242,0.001,0,1,0.6283
3611.6,8.6926,0.0523,68.754,117.482,88.6912,0.1421,6.8167,3.3087,3.1035,2.6033,27.3439,3.3883,3.6371,0.0267,0.001,0,1,0.6325
3611.7,8.6718,0.0507,68.6275,117.0848,85.7159,0.157,6.9442,3.1862,3.0491,2.6061,27.7015,3.3714,3.6915,0.0251,0.001,0,1,0.609
3611.8,8.6483,0.0548,68.5229,116.7579,80.8097,0.1728,6.9919,3.0459,2.9782,2.616,27.995,3.3268,3.7154,0.02,0.001,0,1,0.57
3611.9,8.625,0.0626,68.4785,116.6252,78.8553,0.1795,6.9279,2.9468,2.9053,2.6272,28.2884,3.2252,3.6266,0.02,0.001,0,1,0.5544
3612,8.625,0.0695,68.4553,116.5602,78.4675,0.177,6.771,2.8859,2.8335,2.6328,28.5797,3.09,3.4492,0.02,0.001,0,1,0.5513
3612.1,8.6251,0.0719,68.4605,116.5461,77.9811,0.165,6.5877,2.8101,2.7593,2.6294,28.1021,2.963,3.2716,0.02,0.001,0,1,0.5473
3612.2,8.6719,0.069,68.5635,116.707,83.8361,0.144,6.4555,2.7232,2.7013,2.6184,27.6245,2.8661,3.1404,0.02,0.001,0,1,0.5937
3612.3,8.6719,0.0643,68.7015,116.9304,96.0559,0.1253,6.4005,2.6381,2.6573,2.6053,27.1471,2.7962,3.0567,0.0255,0.001,0,1,0.6908
3612.4,8.672,0.063,68.8575,117.2037,101.8889,0.1118,6.3775,2.5324,2.5992,2.5937,26.6794,2.7209,2.9698,0.0322,0.001,0,1,0.7372
3612.5,8.7031,0.067,69.0924,117.695,101.8825,0.1055,6.326,2.4365,2.5369,2.5829,26.2117,2.6158,2.8249,0.0383,0.001,0,1,0.7372
3612.6,8.7031,0.0735,69.3563,118.2663,99.6752,0.1097,6.2295,2.3774,2.4834,2.5684,25.7424,2.5162,2.6947,0.0466,0.001,0,1,0.7199
3612.7,8.6926,0.0772,69.6077,118.8428,89.3325,0.1182,6.1364,2.2792,2.4093,2.5485,24.6858,2.5075,2.8013,0.0579,0.0018,0,1,0.6379
3612.8,8.6718,0.0756,69.7849,119.4493,73.1294,0.1278,6.0836,2.1114,2.3113,2.5258,23.6292,2.4866,2.9856,0.0709,0.0072,0,1,0.5094
3612.9,8.625,0.0698,69.9339,120.067,55.8354,0.1354,6.0684,1.9874,2.248,2.5059,22.5742,2.2715,2.6819,0.0823,0.0293,0,0.9694,0.3719
3613,8.625,0.0634,70.0816,120.6533,47.2479,0.1371,6.0655,2.0286,2.2541,2.494,22.0426,1.9655,1.977,0.0891,0.0617,0,1,0.3036
3613.1,8.6406,0.0593,70.2178,120.9612,45.3189,0.1369,6.0613,2.1304,2.2813,2.4907,21.511,1.7666,1.4882,0.091,0.074,0,1,0.2882
3613.2,8.6251,0.0584,70.3495,121.1611,46.876,0.1358,6.0688,2.1029,2.2811,2.4933,20.9821,1.6869,1.3199,0.0895,0.064,0,1,0.3006
3613.3,8.6485,0.0598,70.4786,121.3477,47.4082,0.1321,6.0873,1.9858,2.2496,2.497,21.387,1.6643,1.3218,0.0874,0.0571,0,1,0.3048
3613.4,8.6718,0.0612,70.5661,121.307,49.1664,0.1332,6.0907,1.8482,2.1906,2.4982,21.7919,1.7713,1.564,0.0867,0.0505,0,1,0.3188
3613.5,8.625,0.0604,70.637,121.1764,50.0222,0.1397,6.0678,1.7673,2.1329,2.4972,22.1941,1.9355,1.9105,0.0873,0.0493,0,1,0.3255
3613.6,8.6251,0.0561,70.7075,121.0466,51.5356,0.1451,6.049,1.8059,2.142,2.4971,21.6563,1.9357,1.9155,0.0874,0.0454,0,1,0.3376
3613.7,8.6719,0.0491,70.8491,120.9687,50.6914,0.148,6.093,2.0902,2.2413,2.503,21.1185,1.7691,1.4964,0.084,0.0416,0,1,0.3308
3613.8,8.6719,0.043,71.0185,120.912,52.3805,0.1529,6.2295,2.3844,2.3077,2.5193,20.5821,1.7635,1.3887,0.0747,0.0262,0,1,0.3442
3613.9,8.6719,0.0408,71.1874,120.8556,57.7802,0.156,6.4265,2.3186,2.2649,2.5452,20.4675,2.0013,1.8674,0.0599,0.0108,0,1,0.387
3614,8.6719,0.0432,71.265,120.8515,64.3475,0.1571,6.6112,2.225,2.2308,2.5764,20.3529,2.2714,2.569,0.0421,0.0037,0,1,0.4391
3614.1,8.6719,0.048,71.3019,120.8709,73.0067,0.1558,6.7212,2.2608,2.2355,2.6051,20.2398,2.5285,3.1476,0.0257,0.0012,0,1,0.5078
3614.2,8.6719,0.0527,71.337,120.8912,83.2884,0.1519,6.7342,2.3643,2.2637,2.6259,20.6404,2.7028,3.4937,0.02,0.001,0,1,0.5894
3614.3,8.6719,0.0563,71.2419,120.8289,90.7422,0.1458,6.6839,2.453,2.3044,2.6383,21.041,2.7953,3.5979,0.02,0.001,0,1,0.6486
3614.4,8.6719,0.0588,71.0816,120.7254,95.3265,0.1401,6.6185,2.5257,2.3495,2.6439,21.4403,2.8756,3.6461,0.02,0.001,0,1,0.6851
3614.5,8.6719,0.0604,70.916,120.6186,97.0996,0.1375,6.5641,2.6075,2.4008,2.645,21.4136,2.956,3.6869,0.02,0.001,0,1,0.6993
3614.6,8.6718,0.0607,70.7187,120.4425,93.1773,0.1387,6.525,2.7335,2.4683,2.6427,21.387,3.0584,3.7731,0.02,0.001,0,1,0.6682
3614.7,8.625,0.0602,70.5035,120.2275,87.7121,0.1454,6.4984,2.9039,2.5502,2.6381,21.3617,3.1618,3.8369,0.02,0.001,0,1,0.6247
3614.8,8.6251,0.0594,70.2863,120.0084,89.4002,0.1489,6.4794,3.0375,2.5972,2.6324,21.8134,3.1964,3.7926,0.02,0.001,0,1,0.6379
3614.9,8.6563,0.0587,70.1232,119.942,96.2689,0.1476,6.4745,3.1299,2.6453,2.6269,22.2651,3.212,3.6908,0.02,0.001,0,1,0.6925
3615,8.6719,0.0583,69.9943,119.9717,101.2908,0.1473,6.4798,3.1749,2.7077,2.6227,22.7158,3.2403,3.6202,0.02,0.001,0,1,0.7324
3615.1,8.6719,0.0575,69.8706,120.0157,104.6225,0.1468,6.4938,3.2273,2.7612,2.6199,22.8103,3.2448,3.5157,0.02,0.001,0,1,0.7589
3615.2,8.6719,0.0564,69.8452,120.1373,104.3047,0.1468,6.5049,3.2361,2.8157,2.6184,22.9049,3.2629,3.4933,0.02,0.001,0,1,0.7564
3615.3,8.6719,0.0553,69.8895,120.3138,101.6508,0.1469,6.5065,3.2248,2.8617,2.6178,22.9981,3.314,3.5479,0.02,0.001,0,1,0.7354
3615.4,8.6719,0.0549,69.946,120.5001,97.7945,0.1467,6.5148,3.2319,2.886,2.6194,22.6007,3.3106,3.5314,0.02,0.001,0,1,0.7048
3615.5,8.6719,0.0555,70.0525,120.7533,96.0115,0.1464,6.5521,3.2955,2.924,2.6235,22.2033,3.2542,3.3707,0.02,0.001,0,1,0.6906
3615.6,8.6719,0.057,70.1989,121.0596,96.1536,0.1467,6.6153,3.3195,2.9444,2.629,21.8069,3.2485,3.3226,0.02,0.001,0,1,0.6916
3615.7,8.6719,0.0592,70.3531,121.3765,99.6208,0.1482,6.6822,3.2287,2.9467,2.634,21.8001,3.3169,3.5198,0.02,0.001,0,1,0.7192
3615.8,8.6719,0.0616,70.5001,121.6151,100.4532,0.1509,6.7229,3.1901,2.9614,2.6372,21.7933,3.3536,3.5849,0.02,0.001,0,1,0.7259
3615.9,8.6719,0.0633,70.6408,121.7838,98.5448,0.1539,6.7225,3.185,2.9636,2.638,21.7867,3.3092,3.4651,0.02,0.001,0,1,0.7106
3616,8.6719,0.0635,70.7801,121.937,99.6369,0.1554,6.687,3.1724,2.9755,2.6363,21.8477,3.2411,3.3368,0.02,0.001,0,1,0.7194
3616.1,8.6562,0.0623,70.8928,122.107,97.5168,0.1579,6.6393,3.149,2.9762,2.6322,21.9088,3.1904,3.2828,0.02,0.001,0,1,0.7025
3616.2,8.625,0.0607,70.9791,122.2939,96.1752,0.1558,6.6032,3.1247,2.9759,2.6263,21.9699,3.1575,3.2363,0.02,0.001,0,1,0.6919
3616.3,8.6251,0.0598,71.0589,122.4847,93.8271,0.1538,6.6025,3.0642,2.97,2.6204,22.0764,3.168,3.2997,0.02,0.001,0,1,0.6732
3616.4,8.6719,0.06,71.1495,122.6868,94.0704,0.1503,6.6404,3.0164,2.9547,2.6165,22.1829,3.1126,3.2556,0.02,0.001,0,1,0.6751
3616.5,8.6719,0.0608,71.2525,122.9019,94.957,0.1525,6.6945,2.9865,2.9336,2.6152,22.2889,3.0652,3.1631,0.02,0.001,0,1,0.6822
3616.6,8.6719,0.0613,71.3591,123.1207,96.4616,0.1582,6.7386,2.9447,2.929,2.6163,22.1989,3.0325,3.121,0.02,0.001,0,1,0.6941
3616.7,8.6719,0.0605,71.5094,123.4465,98.7591,0.1671,6.7478,2.8981,2.9117,2.6181,22.1089,2.9943,3.0732,0.02,0.001,0,1,0.7123
3616.8,8.6719,0.0584,71.7166,123.9113,100.1141,0.177,6.7232,2.8535,2.8825,2.6197,22.0197,2.9508,3.0047,0.02,0.001,0,1,0.7231
3616.9,8.6719,0.0559,71.9399,124.415,101.9698,0.1859,6.6845,2.8404,2.8804,2.6215,22.1791,2.88,2.8945,0.02,0.001,0,1,0.7378
3617,8.6718,0.0544,72.1884,124.9872,104.3989,0.1922,6.666,2.8415,2.8757,2.6247,22.3385,2.7992,2.7602,0.02,0.001,0,1,0.7571
3617.1,8.6483,0.0543,72.4743,125.6612,105.9754,0.1988,6.6888,2.8265,2.8644,2.6288,22.4981,2.7529,2.6798,0.02,0.001,0,1,0.7696
3617.2,8.6251,0.0544,72.7714,126.3652,107.1067,0.1995,6.7279,2.7929,2.8485,2.6311,22.7341,2.7211,2.6268,0.02,0.001,0,1,0.7787
3617.3,8.6563,0.0535,73.0907,127.0858,105.5848,0.1953,6.7554,2.7438,2.8081,2.6297,22.97,2.6873,2.5951,0.02,0.001,0,1,0.7665
3617.4,8.6719,0.0519,73.4487,127.8348,108.0939,0.1933,6.7572,2.7097,2.7645,2.6253,23.2056,2.6916,2.6427,0.02,0.001,0,1,0.7864
3617.5,8.6602,0.0509,73.8183,128.5921,108.7232,0.191,6.7416,2.6999,2.7497,2.6209,23.3077,2.7106,2.6861,0.02,0.001,0,1,0.7914
3617.6,8.6563,0.0515,74.1035,129.2004,110.8107,0.1883,6.7174,2.6971,2.7478,2.6187,23.4098,2.7172,2.6995,0.02,0.001,0,1,0.808
3617.7,8.6719,0.0531,74.2194,129.5095,109.6154,0.1851,6.6984,2.6953,2.7412,2.619,23.5118,2.7249,2.7171,0.02,0.001,0,1,0.7985
3617.8,8.6719,0.0547,74.2805,129.7216,109.466,0.1809,6.7089,2.6947,2.7367,2.6211,23.6055,2.7374,2.7459,0.02,0.001,0,1,0.7974
3617.9,8.6719,0.0562,74.2993,129.8118,106.7711,0.175,6.7433,2.6965,2.7319,2.6238,23.6991,2.7498,2.7719,0.02,0.001,0,1,0.776
3618,8.6719,0.0575,74.2175,129.6129,104.2223,0.1667,6.761,2.7031,2.7283,2.626,23.7929,2.7526,2.7907,0.02,0.001,0,1,0.7557
3618.1,8.6719,0.0581,74.1019,129.3166,104.8212,0.1565,6.7272,2.7217,2.7192,2.6269,23.9531,2.7454,2.788,0.02,0.001,0,1,0.7606
3618.2,8.6719,0.058,73.9413,128.9838,100.9073,0.146,6.6374,2.7393,2.7092,2.6256,24.1132,2.7449,2.7923,0.02,0.001,0,1,0.7295
3618.3,8.6719,0.0575,73.6516,128.5457,96.4733,0.1382,6.5363,2.7485,2.7129,2.6236,24.2729,2.7512,2.8188,0.02,0.001,0,1,0.6943
3618.4,8.6719,0.0573,73.3171,128.071,91.9295,0.1352,6.4776,2.7443,2.7002,2.6226,24.314,2.7726,2.881,0.02,0.001,0,1,0.6582
3618.5,8.6823,0.0583,73.0122,127.6133,92.0444,0.137,6.4798,2.7356,2.6884,2.624,24.355,2.8134,2.9569,0.02,0.001,0,1,0.6589
3618.6,8.6719,0.0611,72.8131,127.2154,98.2016,0.1421,6.5182,2.7318,2.684,2.6268,24.3958,2.845,3.0195,0.02,0.001,0,1,0.7078
3618.7,8.6823,0.0649,72.6521,126.8393,103.8987,0.1472,6.5555,2.7325,2.6775,2.6276,24.3702,2.8632,3.0621,0.02,0.001,0,1,0.7531
3618.8,8.6719,0.0675,72.5065,126.4874,107.5953,0.157,6.5827,2.7372,2.6716,2.6232,24.3446,2.8696,3.0792,0.02,0.001,0,1,0.7825
3618.9,8.6719,0.0668,72.4321,126.2475,105.636,0.165,6.6126,2.7184,2.6455,2.6131,24.3192,2.8264,3.021,0.0211,0.001,0,1,0.767
3619,8.6719,0.0631,72.3839,126.0489,104.571,0.1722,6.6606,2.6846,2.6049,2.6017,24.4003,2.7083,2.8122,0.0276,0.001,0,1,0.7586
